"","player_api_id","player_name","noOfTeams","totalMatchPlayed","noOfLeagues","rating","sum_gk"
"2773",38804,"dos Santos Fabio Junior",1,28,1,70,120
"2774",69030,"Dossa Junior",1,30,1,73,54
"2775",25674,"Dougie Imrie",3,176,1,62,125
"2776",159394,"Douglao",2,35,2,76,54
"2777",690364,"Douglas Abner",1,5,1,64,55
"2778",156726,"Douglas Costa",1,23,1,83,54
"2779",346000,"Douglas Santos",1,3,1,73,60
"2780",110147,"Douglas",1,130,1,79,121
"2781",120621,"Douglas",1,89,1,76,379
"2782",149845,"Douglas",2,38,1,70,124
"2783",172116,"Douglas",1,1,1,72,139
"2784",95224,"Dragan Djukic",1,2,1,,
"2785",12418,"Dragan Jelic",1,3,1,64,54
"2786",127189,"Dragan Mihajlovic",1,15,1,51,116
"2787",38915,"Dragan Mrdja",1,25,1,72,58
"2788",29318,"Dragan Paljic",2,61,2,65,115
"2789",173484,"Dragos Grigore",1,25,1,74,55
"2790",46104,"Dries Mertens",3,169,2,82,137
"2791",243481,"Dries Wuytens",2,80,2,69,59
"2792",41122,"Drissa Diakite",2,145,1,74,137
"2793",22382,"Drissa Diarra",1,56,1,64,139
"2794",36034,"Du-Ri Cha",3,45,2,72,138
"2795",186336,"Duarte Machado",1,16,1,65,50
"2796",37450,"Duda",1,142,1,79,154
"2797",21853,"Dudley Campbell",2,32,1,,
"2798",37439,"Dudu Aouate",2,159,1,78,389
"2799",77778,"Dudu Paraiba",2,110,1,69,53
"2800",20399,"Dudu",1,3,1,61,125
"2801",127191,"Dugary Ndabashinze",2,19,1,66,116
"2802",75445,"Duje Cop",3,35,3,72,65
"2803",520230,"Duncan Watmore",2,11,2,67,58
"2804",30983,"Dusan Basta",3,146,1,80,148
"2805",166615,"Dusan Cvetinovic",1,5,1,67,67
"2806",39136,"Dusan Djuric",3,101,2,,
"2807",17869,"Dusan Kuciak",1,117,1,72,358
"2808",12318,"Dusan Pernis",3,106,2,70,351
"2809",22824,"Dusan Svento",1,14,1,75,136
"2810",94267,"Dusan Tadic",3,184,2,81,61
"2811",75467,"Dusan Vasiljevic",1,4,1,65,160
"2812",16254,"Dusan Veskovac",4,158,2,70,115
"2813",26368,"Dusko Tosic",1,7,1,75,95
"2814",37180,"Dustley Mulder",1,32,1,65,128
"2815",116555,"Duvan Zapata",2,27,1,77,40
"2816",363340,"Dwight Gayle",1,27,1,71,49
"2817",42703,"Dwight Tiendalli",3,87,2,,
"2818",19310,"Dyego Rocha Coelho",1,3,1,72,106
"2819",361341,"Dyego Sousa",1,32,1,69,50
"2820",277827,"Dylan De Belder",1,1,1,60,62
"2821",139635,"Dylan Gissi",1,1,1,66,61
"2822",196864,"Dylan McGowan",1,48,1,64,59
"2823",299510,"Dylan Ragolle",1,1,1,56,41
"2824",72628,"Dzengis Cavusevic",1,46,1,65,55
"2825",231638,"Dzikamai Andre Gwaze",1,5,1,61,55
"2826",258206,"Dziugas Bartkus",1,7,1,59,309
"2827",440404,"Eamonn Brophy",1,9,1,58,59
"2828",482200,"Ebenezer Assifuah",1,49,1,68,58
"2829",265277,"Eber Bessa",1,29,1,66,51
"2830",568903,"Ebinho",1,6,1,64,54
"2831",78902,"Ebrahima Ibou Sawaneh",5,101,1,72,128
"2832",97331,"Edder Farias",1,7,1,67,56
"2833",31052,"Eddie Johnson",1,1,1,,
"2834",369859,"Eddy Israfilov",2,2,1,69,53
"2835",14560,"Eden Ben Basat",2,55,1,73,52
"2836",107417,"Eden Hazard",2,240,2,89,130
"2837",268394,"Edenilson",2,54,1,76,47
"2838",181347,"Eder Baiano",1,5,1,62,64
"2839",362198,"Eder Citadin Martins",1,24,1,79,128
"2840",80561,"Eder Luis",1,1,1,77,137
"2841",115525,"Eder Sciola",1,18,1,67,98
"2842",150026,"Eder",4,106,3,79,114
"2843",29585,"Eder",1,26,1,66,46
"2844",363364,"Ederson Moraes",2,46,1,73,374
"2845",20445,"Ederson Tormena",2,54,1,,
"2846",26294,"Ederson",2,56,2,79,141
"2847",361742,"Edgar Abreu",1,5,1,62,55
"2848",38060,"Edgar Alvarez",2,59,1,77,165
"2849",477493,"Edgar Antonio Mendez",2,28,1,73,60
"2850",30920,"Edgar Barreto",4,148,1,77,166
"2851",27052,"Edgar Bernhardt",1,6,1,64,52
"2852",184590,"Edgar Costa",2,78,1,71,144
"2853",179491,"Edgar Prib",2,69,1,75,133
"2854",278917,"Edgar Salli",2,28,2,73,51
"2855",56895,"Edgar",2,63,1,69,130
"2856",128360,"Edimar Fraga",3,97,2,73,59
"2857",183585,"Edin Cocalic",1,25,1,69,56
"2858",15403,"Edin Dzeko",3,174,3,85,129
"2859",19436,"Edinho",1,13,1,74,158
"2860",33800,"Edinho",4,40,2,75,130
"2861",49677,"Edinson Cavani",3,239,2,87,114
"2862",39359,"Edison Mendez",1,9,1,74,145
"2863",19281,"Edivaldo Rojas",2,65,1,65,119
"2864",232164,"Edivandio",1,1,1,61,59
"2865",451335,"Edmilson Fernandes",1,37,1,67,60
"2866",365245,"Edmilson Junior",2,26,1,71,59
"2867",37390,"Edmond Kapllani",1,6,1,71,123
"2868",362121,"Edoardo Goldaniga",1,14,1,70,58
"2869",134222,"Edouard Butin",1,36,1,67,115
"2870",26311,"Edouard Cisse",2,75,1,75,132
"2871",17855,"Edouard Duplan",3,157,1,72,137
"2872",26489,"Edson Braafheid",5,89,4,75,138
"2873",185196,"Edson Eli Montano",1,1,1,62,38
"2874",118441,"Edson Henrique",3,31,1,,
"2875",299052,"Edson Rivera",1,1,1,66,62
"2876",19309,"Edson Sitta",2,16,1,,
"2877",74757,"Edu Albacar",1,34,1,,
"2878",150647,"Edu Bedia",1,9,1,68,136
"2879",213707,"Edu Oriol",1,18,1,70,129
"2880",183479,"Edu Ramos",2,3,1,68,141
"2881",30448,"Edu",1,9,1,80,155
"2882",37783,"Edu",2,29,1,,
"2883",425595,"Eduard Campabadal",1,12,1,68,58
"2884",33769,"Eduardo Costa",1,14,1,75,162
"2885",121881,"Eduardo Gottardi",2,127,1,76,378
"2886",209097,"Eduardo Jumisse",1,13,1,56,48
"2887",150093,"Eduardo Salvio",2,96,2,80,131
"2888",50661,"Eduardo Vargas",3,45,3,78,54
"2889",41704,"Eduardo",1,13,1,83,130
"2890",43283,"Eduardo",4,117,2,80,395
"2891",78186,"Eduardo",2,82,1,,
"2892",168232,"Eduards Visnakovs",3,48,2,64,56
"2893",27974,"Edward Ofere",3,20,2,,
"2894",38103,"Edwin de Graaf",3,73,2,69,130
"2895",212170,"Edwin Gyasi",2,22,1,67,53
"2896",26638,"Edwin van Bueren",1,13,1,63,137
"2897",30726,"Edwin van der Sar",1,87,1,87,436
"2898",144989,"Efe Ambrose",1,97,1,70,64
"2899",111885,"Efrain Juarez",2,20,2,79,140
"2900",26148,"Efstathios Tavlaridis",1,29,1,81,103
"2901",46359,"Eggert Jonsson",3,104,3,68,139
"2902",56576,"Egidio Arevalo",1,22,1,77,54
"2903",75197,"Egoitz Jaio",1,5,1,,
"2904",79742,"Egor Filipenko",1,6,1,73,106
"2905",33074,"Eidur Gudjohnsen",6,38,4,86,142
"2906",20747,"Eiji Kawashima",3,110,2,74,367
"2907",102658,"Eke Uzoma",1,1,1,67,132
"2908",116011,"El Fardou Ben Nabouhane",1,1,1,54,103
"2909",23927,"El Hadji Diouf",3,72,2,82,144
"2910",118049,"El-Arbi Hilal Soudani",1,27,1,72,50
"2911",307226,"El-Hadji Ba",1,7,1,60,54
"2912",40198,"Elano",1,21,1,,
"2913",108075,"Elderson",3,110,2,75,118
"2914",42247,"Eldin Jakupovic",2,17,2,72,355
"2915",207045,"Eli Babalj",1,1,1,63,48
"2916",156551,"Eliaquim Mangala",3,142,3,81,131
"2917",215804,"Elias Kachunga",2,27,1,70,47
"2918",171992,"Elias",2,43,2,78,149
"2919",45246,"Elias",3,35,1,66,133
"2920",148329,"Elimane Coulibaly",5,89,1,69,120
"2921",103372,"Elinton Andrade",1,2,1,69,348
"2922",185709,"Elio Martins",2,24,1,72,51
"2923",14593,"Eliran Atar",1,11,1,72,46
"2924",11758,"Eliseu",3,203,2,78,139
"2925",181215,"Elisson",1,4,1,68,343
"2926",185143,"Elizeu",2,7,1,66,50
"2927",186667,"Elizio",1,21,1,66,59
"2928",26675,"Eljero Elia",6,141,4,80,145
"2929",22313,"Elkin Soto",1,125,1,,
"2930",27338,"Ellery Cairo",1,10,1,76,85
"2931",46344,"Elliot Grandin",4,36,2,,
"2932",96456,"Elliott Bennett",1,32,1,71,117
"2933",33408,"Elliott L. Ward",1,12,1,,
"2934",488195,"Ellis Plummer",1,6,1,53,55
"2935",574642,"Ellyes Skhiri",1,10,1,64,65
"2936",26423,"Eloge Enza-Yamissi",2,36,1,68,177
"2937",192326,"Elohim Rolland",1,19,1,68,40
"2938",150242,"Eloy Room",2,113,1,74,369
"2939",37968,"Elrio van Heerden",1,12,1,70,132
"2940",430615,"Elroy Pappot",1,5,1,62,56
"2941",67349,"Elsad Zverotic",4,161,2,67,113
"2942",293160,"Elseid Hysaj",2,70,1,77,52
"2943",467467,"Elso Brito",1,6,1,62,58
"2944",352394,"Elson Hooi",1,43,1,67,59
"2945",22535,"Elson",2,17,1,,
"2946",172139,"Elton",1,2,1,73,49
"2947",12405,"Elvedin Dzinic",2,27,2,66,114
"2948",39745,"Elvis Abbruscato",3,22,1,78,145
"2949",188529,"Elvis Bratanovic",1,1,1,57,54
"2950",240346,"Elvis Manu",2,30,1,73,48
"2951",265703,"Elvis",1,17,1,66,25
"2952",42153,"Elyaniv Barda",1,72,1,74,143
"2953",26004,"Emanuel Boakye",2,18,1,67,103
"2954",317775,"Emanuel Insua",1,12,1,73,48
"2955",17883,"Emanuel Obiora Odita,19",1,19,1,65,120
"2956",24167,"Emanuel Pogatetz",5,113,2,77,131
"2957",30548,"Emanuel Rivas",1,19,1,76,139
"2958",38332,"Emanuel Sarki",2,30,2,63,94
"2959",35626,"Emanuele Belardi",1,7,1,71,356
"2960",42041,"Emanuele Calaio",3,82,1,76,120
"2961",41513,"Emanuele D'Anna",1,1,1,,
"2962",167634,"Emanuele Giaccherini",4,97,2,80,129
"2963",39354,"Emanuele Manitta",1,5,1,72,358
"2964",42647,"Emanuele Pesoli",1,7,1,69,126
"2965",300236,"Emanuele Suagher",1,8,1,70,56
"2966",79262,"Emanuele Terranova",1,15,1,70,136
"2967",193424,"Emenike Alex Nkume,27",1,27,1,64,114
"2968",30908,"Emerse Fae",1,82,1,80,145
"2969",163557,"Emerson",1,30,1,73,49
"2970",51409,"Emerson",3,84,2,71,131
"2971",164395,"Emidio Rafael",3,57,1,69,140
"2972",147980,"Emil Drozdowicz",2,10,1,60,54
"2973",70610,"Emil Gabriel Jula",1,15,1,71,119
"2974",24516,"Emil Hallfredsson",3,85,1,,
"2975",31785,"Emil Johansson",1,5,1,70,131
"2976",259306,"Emil Krafth",1,2,1,69,57
"2977",112934,"Emil Lyng",2,4,2,62,116
"2978",34466,"Emile Heskey",2,76,1,78,129
"2979",25393,"Emile Lokonda Mpenza",1,27,1,69,122
"2980",205940,"Emiliano Albin",1,2,1,69,58
"2981",56961,"Emiliano Alfaro",1,1,1,73,37
"2982",114715,"Emiliano Ariel Dudar",2,60,1,68,118
"2983",27705,"Emiliano Bonazzoli",2,3,1,80,131
"2984",18784,"Emiliano Daniel Armenteros",4,89,1,75,146
"2985",47547,"Emiliano Insua",5,137,4,,
"2986",268375,"Emiliano Martinez",1,3,1,66,339
"2987",34008,"Emiliano Moretti",3,218,2,78,150
"2988",279172,"Emiliano Sala",3,33,1,73,41
"2989",394825,"Emiliano Velazquez",1,38,1,74,55
"2990",41671,"Emiliano Viviano",4,190,1,80,402
"2991",168295,"Emilijus Zubas",2,45,1,67,325
"2992",129819,"Emilio Izaguirre",1,153,1,76,48
"2993",103904,"Emilio Nsue",1,78,1,73,147
"2994",40487,"Emir Bajrami",1,24,1,74,127
"2995",557042,"Emir Dautovic",1,2,1,61,42
"2996",113186,"Emir Sinanovic",1,12,1,49,125
"2997",26255,"Emir Spahic",4,175,3,79,136
"2998",30960,"Emmanuel Adebayor",5,140,2,87,130
"2999",192325,"Emmanuel Agyemang-Badu",1,92,1,75,145
"3000",561219,"Emmanuel Boateng",2,9,1,65,67
"3001",42420,"Emmanuel Cascione",2,47,1,72,143
"3002",179773,"Emmanuel Correze",1,4,1,59,129
"3003",30935,"Emmanuel Eboue",1,42,1,79,135
"3004",183670,"Emmanuel Emenike",1,5,1,81,61
"3005",159596,"Emmanuel Frimpong",3,10,1,72,114
"3006",687289,"Emmanuel Hackman",1,8,1,63,44
"3007",304563,"Emmanuel Herrera",1,23,1,70,42
"3008",128666,"Emmanuel Imorou",2,48,2,72,58
"3009",112012,"Emmanuel Mayuka",3,54,3,73,61
"3010",161420,"Emmanuel Riviere",4,110,2,75,108
"3011",45865,"Emmerik de Vriese",1,5,1,61,50
"3012",35472,"Emmerson Boyce",1,131,1,74,126
"3013",24217,"Emre Belozoglu",1,4,1,81,154
"3014",307021,"Emre Can",3,77,2,75,54
"3015",37823,"Enar Jaeaeger",1,2,1,66,137
"3016",38536,"Enaut Zubikarai",2,30,2,71,353
"3017",622233,"Enca Fati",1,11,1,65,47
"3018",141576,"Enda Stevens",1,6,1,65,97
"3019",202509,"Endogan Adili",1,1,1,58,50
"3020",170341,"Eneko Boveda",2,51,1,76,126
"3021",295198,"Eneko Satrustegui",1,10,1,65,42
"3022",66907,"Enes Fermino",1,24,1,,
"3023",181054,"Enes Saglik",3,70,1,70,63
"3024",177843,"Enes Sipovic",1,2,1,61,48
"3025",464486,"Enes Unal",1,3,1,69,56
"3026",195927,"Enner Valencia",1,35,1,76,54
"3027",33060,"Enoch Showunmi",1,15,1,64,96
"3028",161655,"Enock Kofi Adu",1,3,1,72,114
"3029",282461,"Enric Saborit",1,2,1,66,56
"3030",67389,"Enrico Schirinzi",1,130,1,62,56
"3031",33861,"Enrique Corrales",1,29,1,75,154
"3032",32995,"Enrique de Lucas",1,6,1,,
"3033",243516,"Enzio Boldewijn",1,2,1,62,52
"3034",519575,"Enzo Crivelli",1,16,1,70,55
"3035",34000,"Enzo Maresca",4,71,2,81,53
"3036",40148,"Enzo Perez",2,91,2,81,55
"3037",186815,"Enzo Reale",1,10,1,69,120
"3038",193930,"Enzo Roco",2,58,1,75,61
"3039",177472,"Enzo Ruiz",2,9,1,53,97
"3040",514802,"Eoghan O'Connell",1,4,1,55,59
"3041",116085,"Eoin Doyle",1,34,1,66,109
"3042",150509,"Eran Zahavi",1,11,1,76,57
"3043",705484,"Eray Cumart",1,4,1,52,32
"3044",257843,"Erdin Demir",1,30,1,66,51
"3045",73448,"Eren Derdiyok",3,75,2,79,131
"3046",30738,"Eric Abidal",2,111,2,84,151
"3047",30667,"Eric Addo",1,21,1,73,131
"3048",210406,"Eric Bautheac",3,139,1,75,58
"3049",574200,"Eric Bertrand Bailly",2,39,1,80,55
"3050",41312,"Eric Chelle",1,46,1,72,146
"3051",39575,"Eric Deflandre",1,8,1,69,134
"3052",361315,"Eric Dier",2,82,2,76,53
"3053",23781,"Eric Djemba-Djemba",1,2,1,,
"3054",331528,"Eric Durm",1,42,1,77,60
"3055",62358,"Eric Fernando Botteghin",3,150,1,77,69
"3056",41308,"Eric Hassli",1,25,1,,
"3057",94812,"Eric Lichaj",1,21,1,72,122
"3058",38785,"Eric Matoukou",2,50,1,67,111
"3059",95082,"Eric Maxim Choupo-Moting",4,114,1,79,115
"3060",26394,"Eric Mouloungui",2,73,2,72,133
"3061",97992,"Eric Odhiambo",1,21,1,61,48
"3062",210694,"Eric Tie Bi",1,41,1,72,53
"3063",207517,"Erick Moreno",2,6,1,69,55
"3064",335606,"Erick Pulgar",1,6,1,70,61
"3065",99323,"Erik Bakker",1,68,1,68,53
"3066",72441,"Erik Cikos",2,40,2,69,50
"3067",231674,"Erik Cummins",2,14,1,64,323
"3068",30805,"Erik Edman",1,2,1,77,136
"3069",112471,"Erik Falkenburg",6,159,1,70,146
"3070",21123,"Erik Friberg",1,5,1,66,135
"3071",72393,"Erik Grendel",1,21,1,69,59
"3072",27843,"Erik Huseklepp",1,12,1,76,134
"3073",36050,"Erik Jendrisek",2,47,2,73,100
"3074",71898,"Erik Johansson",1,7,1,71,63
"3075",174850,"Erik Lamela",2,109,2,82,117
"3076",411616,"Erik Moran",1,5,1,70,58
"3077",26461,"Erik Nevland",1,16,1,79,107
"3078",37194,"Erik Pieters",2,172,2,,
"3079",46059,"Erik Quekel",1,7,1,64,52
"3080",166471,"Erik Sviatchenko",1,14,1,76,63
"3081",470814,"Erivaldo",1,2,1,62,57
"3082",169750,"Erixon Danso",2,5,1,64,117
"3083",39638,"Erjon Bogdani",3,63,1,,
"3084",27838,"Erlend Hanstveit",1,26,1,69,139
"3085",177942,"Ermin Bicakcic",3,74,1,77,64
"3086",158886,"Ermir Lenjani",4,58,2,69,54
"3087",534485,"Ernest Ohemeng",2,11,1,69,53
"3088",38231,"Ernest Webnje Nfor",2,98,1,69,142
"3089",30516,"Ernesto Farias",1,12,1,78,143
"3090",183331,"Ernesto Galan",1,32,1,70,124
"3091",97789,"Eros Pisano",3,95,1,72,54
"3092",12005,"Ersen Martin",1,1,1,75,140
"3093",28971,"Erton Fejzullahu",1,24,1,69,136
"3094",38828,"Ervin Skela,30",2,33,2,,
"3095",45413,"Ervin Zukanovic",7,146,2,74,58
"3096",42971,"Erwin Hoffer",2,13,1,73,116
"3097",586199,"Erwin Koffi",1,1,1,55,42
"3098",112107,"Erwin Mulder",2,150,1,74,377
"3099",244774,"Esmael Goncalves",3,30,3,69,47
"3100",80555,"Esparza Jokin Arcaya",1,3,1,66,124
"3101",214984,"Esteban Alvarado",1,134,1,76,379
"3102",30930,"Esteban Cambiasso",2,206,2,86,163
"3103",212152,"Esteban Casagolda",1,3,1,62,50
"3104",41156,"Esteban Granero",4,126,2,,
"3105",21785,"Esteban Solari",1,2,1,71,132
"3106",33731,"Esteban",1,51,1,76,378
"3107",72900,"Etien Velikonja",2,8,2,65,52
"3108",41365,"Etienne Capoue",3,214,2,79,130
"3109",26326,"Etienne Didot",1,206,1,79,146
"3110",46079,"Etienne Reijnen",3,114,1,73,60
"3111",150747,"Etrit Berisha",1,34,1,74,366
"3112",150468,"Ettore Mendicino",1,1,1,64,113
"3113",310374,"Euan Murray",1,1,1,52,44
"3114",445509,"Euan Sparks",1,1,1,51,63
"3115",27420,"Eugen Polanski",3,185,2,78,150
"3116",497753,"Eugene Ansah",1,3,1,64,54
"3117",27661,"Eugenio Corini",1,12,1,84,153
"3118",162885,"Eugenio Lamanna",1,19,1,71,353
"3119",192780,"Eunan O'Kane",1,6,1,68,110
"3120",38999,"Euzebiusz Smolarek",4,32,3,76,134
"3121",10474,"Evaldas Razulis",1,5,1,62,48
"3122",29580,"Evaldo",5,160,2,75,133
"3123",299618,"Evan Melo",1,1,1,58,45
"3124",33683,"Evander Sno",4,58,2,73,104
"3125",281862,"Evandro Brandao",1,8,1,64,42
"3126",19264,"Evandro Goebel",2,59,1,76,141
"3127",182567,"Evangelos Ikonomou",1,33,1,60,58
"3128",42327,"Evangelos Mantzios",1,1,1,,
"3129",181066,"Evariste Ngolok",3,58,1,67,55
"3130",108568,"Ever Banega",3,149,1,82,154
"3131",467056,"Everon Pisas",1,16,1,61,58
"3132",171229,"Everton",1,35,1,65,53
"3133",40993,"Everton",1,127,1,71,105
"3134",26699,"Evgeny Levchenko",2,22,1,71,157
"3135",38577,"Ewerthon",1,1,1,79,133
"3136",281111,"Ewerton",2,33,1,78,50
"3137",118730,"Eyong Enoh",3,99,3,74,139
"3138",290411,"Ezekiel Fryers",2,9,2,65,52
"3139",199916,"Ezequiel Adrian Cirigliano",1,7,1,73,58
"3140",42901,"Ezequiel Alejo Carboni",1,71,1,75,152
"3141",213885,"Ezequiel Calvente",1,3,1,69,57
"3142",37581,"Ezequiel Garay",3,125,2,83,132
"3143",18925,"Ezequiel Lavezzi",2,179,2,86,130
"3144",25753,"Ezequiel Luna",1,22,1,72,120
"3145",164029,"Ezequiel Munoz",3,112,1,75,112
"3146",215768,"Ezequiel Rescaldani",1,1,1,70,65
"3147",18820,"Ezequiel Scarione",3,78,1,76,58
"3148",406283,"Ezgjan Alioski",1,10,1,52,60
"3149",26959,"Fabian Boll",1,28,1,69,138
"3150",6911,"Fabian Canobbio",1,38,1,77,160
"3151",78324,"Fabian Delph",2,105,1,77,150
"3152",30251,"Fabian Ernst",1,12,1,80,165
"3153",95228,"Fabian Frei",3,180,2,75,130
"3154",114963,"Fabian Giefer",3,42,1,74,359
"3155",310355,"Fabian Holland",2,21,1,70,58
"3156",37357,"Fabian Johnson",3,126,1,78,129
"3157",42297,"Fabian Lustenberger",1,106,1,77,127
"3158",115297,"Fabian Monzon",4,60,3,74,126
"3159",49836,"Fabian Orellana",3,128,1,80,143
"3160",13225,"Fabian Pawela",1,29,1,62,53
"3161",156793,"Fabian Rinaudo",2,49,2,78,66
"3162",189982,"Fabian Schaer",2,91,2,78,53
"3163",6853,"Fabian Vargas",1,18,1,76,169
"3164",56816,"Fabian Yantorno",1,1,1,68,50
"3165",605654,"Fabian",1,6,1,70,60
"3166",114671,"Fabiano Oliveira",1,4,1,68,128
"3167",41666,"Fabiano Santacroce",2,62,1,78,129
"3168",124127,"Fabiano",2,64,1,77,381
"3169",34580,"Fabiano",1,1,1,65,53
"3170",40709,"Fabien Audard",1,178,1,76,380
"3171",317937,"Fabien Boyer",1,8,1,65,56
"3172",38435,"Fabien Camus",4,105,2,74,149
"3173",26141,"Fabien Laurenti",2,29,1,76,134
"3174",94323,"Fabien Lemoine",2,217,1,76,139
"3175",95513,"Fabien Robert",2,6,1,65,105
"3176",354475,"Fabien Tchenkoua",1,3,1,64,56
"3177",359188,"Fabinho",1,90,1,78,47
"3178",34222,"Fabio Aurelio",1,35,1,79,156
"3179",184822,"Fabio Borini",3,74,2,77,101
"3180",34520,"Fabio Cannavaro",2,56,2,91,142
"3181",361751,"Fabio Cardoso",1,36,1,71,56
"3182",39701,"Fabio Caserta",3,44,1,75,152
"3183",30468,"Fabio Celestini",1,36,1,76,141
"3184",39502,"Fabio Ceravolo",2,17,1,69,140
"3185",29590,"Fabio Coentrao",4,108,3,82,151
"3186",41708,"Fabio Coltorti",2,50,2,73,371
"3187",113239,"Fabio Daprela",4,30,3,70,114
"3188",164141,"Fabio Ervoes",1,5,1,70,47
"3189",181357,"Fabio Espinho",2,41,1,73,59
"3190",150313,"Fabio Faria",2,32,1,72,135
"3191",37417,"Fabio Felicio",2,4,1,70,142
"3192",25588,"Fabio Firmani",1,8,1,73,145
"3193",121286,"Fabio Francesco Sciacca",1,9,1,72,147
"3194",27605,"Fabio Galante",1,5,1,74,123
"3195",34320,"Fabio Grosso",2,63,2,80,159
"3196",31288,"Fabio Liverani",1,56,1,82,173
"3197",388522,"Fabio Martins",1,6,1,72,53
"3198",26956,"Fabio Morena",1,7,1,68,137
"3199",195809,"Fabio Nunes",1,14,1,66,57
"3200",98361,"Fabio Pacheco",2,29,1,70,101
"3201",39540,"Fabio Quagliarella",5,160,1,83,136
"3202",24169,"Fabio Rochemback",1,8,1,79,165
"3203",163976,"Fabio Santos",1,2,1,62,51
"3204",33337,"Fabio Simplicio",2,83,1,78,153
"3205",150176,"Fabio",3,35,1,76,143
"3206",19353,"Fabionn Lopes Patrick",1,33,1,64,134
"3207",47566,"Fabri",3,49,1,78,386
"3208",40725,"Fabrice Abriel",3,117,1,76,141
"3209",40021,"Fabrice Begeorgi",1,5,1,,
"3210",34045,"Fabrice Ehret",2,94,2,74,137
"3211",35532,"Fabrice Muamba",1,118,1,78,155
"3212",154867,"Fabrice N'Sakala",2,42,2,71,55
"3213",363363,"Fabrice Olinga",1,7,1,67,53
"3214",26312,"Fabrice Pancrate",1,5,1,,
"3215",30929,"Fabricio Coloccini",1,211,1,81,143
"3216",166872,"Fabricio",1,1,1,71,127
"3217",361316,"Fabris Fokobo",2,2,1,68,56
"3218",670927,"Fabrizio Alastra",1,1,1,56,281
"3219",22283,"Fabrizio Cacciatore",3,73,1,72,143
"3220",39397,"Fabrizio Grillo",1,1,1,65,64
"3221",32747,"Fabrizio Miccoli",1,125,1,83,146
"3222",41669,"Fabrizio Zambrella",2,45,1,72,131
"3223",170344,"Facundo Bertoglio",1,4,1,75,47
"3224",103941,"Facundo Parra",1,3,1,71,57
"3225",113318,"Facundo Sebastian Roncaglia",3,108,2,79,100
"3226",20446,"Fagner",1,24,1,74,42
"3227",393720,"Fahd Aktaou",1,19,1,62,50
"3228",93317,"Fahid Ben Khalfallah",3,92,1,75,138
"3229",422281,"Fakhreddine Ben Youssef",1,2,1,62,63
"3230",150761,"Fakhreddine Galbi",1,8,1,62,128
"3231",147614,"Fallou Diagne",2,90,2,76,105
"3232",178770,"Fanol Perdedaj",1,6,1,68,119
"3233",187017,"Faouzi Ghoulam",2,142,2,78,48
"3234",445868,"Fares Bahlouli",2,3,1,70,44
"3235",279855,"Farid El Alagui",1,4,1,62,52
"3236",38786,"Faris Haroun",2,70,1,72,143
"3237",467494,"Farshad Noor",1,11,1,65,60
"3238",26173,"Faryd Mondragon",1,75,1,87,417
"3239",33114,"Fatih Atik",1,18,1,,
"3240",41034,"Faton Toski",1,10,1,,
"3241",143795,"Fausto Rossi",2,41,1,75,123
"3242",39272,"Fausto Rossini",1,4,1,69,108
"3243",279173,"Faycal Fajr",3,69,2,76,62
"3244",466480,"Faycal Rherras",1,26,1,64,49
"3245",512033,"Faysel Kasmi",2,19,1,66,48
"3246",181051,"Fazli Kocabas",1,9,1,60,49
"3247",244136,"Fede Vico",2,11,2,70,60
"3248",27658,"Federico Agliardi",2,38,1,72,354
"3249",18644,"Federico Almerares",2,25,1,,
"3250",450812,"Federico Andrada",1,2,1,68,46
"3251",24622,"Federico Balzaretti",2,162,1,80,148
"3252",365624,"Federico Barba",2,24,2,71,51
"3253",414245,"Federico Bernardeschi",1,26,1,77,64
"3254",150388,"Federico Casarini",2,41,1,73,135
"3255",244816,"Federico Ceccherini",1,32,1,70,51
"3256",438507,"Federico Di Francesco",1,5,1,67,42
"3257",181921,"Federico Dionisi",2,50,2,72,104
"3258",95509,"Federico Fazio",2,135,2,80,116
"3259",155050,"Federico Fernandez",3,106,3,78,63
"3260",165709,"Federico Macheda",2,8,2,74,89
"3261",39599,"Federico Marchetti",2,209,1,84,406
"3262",528439,"Federico Mattiello",1,3,1,71,34
"3263",474680,"Federico Nicolas Cartabia",3,55,1,74,50
"3264",41497,"Federico Peluso",3,136,1,78,137
"3265",42524,"Federico Piovaccari",1,17,1,72,92
"3266",522203,"Federico Ricca",1,7,1,70,48
